Running file ../bin/StealthyNumbers
../bin/StealthyNumbers
Solution: n:864  a:36  b:24  c:32  d:27
Solution: n:864  a:36  b:24  c:27  d:32
Solution: n:792  a:36  b:22  c:33  d:24
Solution: n:792  a:36  b:22  c:24  d:33
Solution: n:612  a:36  b:17  c:34  d:18
Solution: n:612  a:36  b:17  c:18  d:34
Solution: n:2520  a:35  b:72  c:70  d:36
Solution: n:2520  a:35  b:72  c:36  d:70
Solution: n:1680  a:35  b:48  c:42  d:40
Solution: n:1680  a:35  b:48  c:40  d:42
Solution: n:840  a:35  b:24  c:30  d:28
Solution: n:840  a:35  b:24  c:28  d:30
Solution: n:2380  a:34  b:70  c:68  d:35
Solution: n:2380  a:34  b:70  c:35  d:68
Solution: n:1836  a:34  b:54  c:51  d:36
Solution: n:1836  a:34  b:54  c:36  d:51
Solution: n:544  a:34  b:16  c:32  d:17
Solution: n:544  a:34  b:16  c:17  d:32
Solution: n:2244  a:33  b:68  c:66  d:34
Solution: n:2244  a:33  b:68  c:34  d:66
Solution: n:1584  a:33  b:48  c:44  d:36
Solution: n:1584  a:33  b:48  c:36  d:44
Solution: n:660  a:33  b:20  c:30  d:22
Solution: n:660  a:33  b:20  c:22  d:30
Solution: n:2112  a:32  b:66  c:64  d:33
Solution: n:2112  a:32  b:66  c:33  d:64
Solution: n:1632  a:32  b:51  c:48  d:34
Solution: n:1632  a:32  b:51  c:34  d:48
Solution: n:1440  a:32  b:45  c:40  d:36
Solution: n:1440  a:32  b:45  c:36  d:40
Solution: n:672  a:32  b:21  c:28  d:24
Solution: n:672  a:32  b:21  c:24  d:28
Solution: n:480  a:32  b:15  c:30  d:16
Solution: n:480  a:32  b:15  c:16  d:30
Solution: n:1984  a:31  b:64  c:62  d:32
Solution: n:1984  a:31  b:64  c:32  d:62
Solution: n:1860  a:30  b:62  c:60  d:31
Solution: n:1860  a:30  b:62  c:31  d:60
Solution: n:1440  a:30  b:48  c:45  d:32
Solution: n:1440  a:30  b:48  c:32  d:45
Solution: n:1320  a:30  b:44  c:40  d:33
Solution: n:1320  a:30  b:44  c:33  d:40
Solution: n:1260  a:30  b:42  c:36  d:35
Solution: n:1260  a:30  b:42  c:35  d:36
Solution: n:600  a:30  b:20  c:25  d:24
Solution: n:600  a:30  b:20  c:24  d:25
Solution: n:540  a:30  b:18  c:27  d:20
